lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,strike_slip_rate,dip_slip_rate
134.037,31.9116,0.0,134.092,32.0476,-2.749328,133.949,31.9922,-3.3149433,-1.6533277738396723,6.6163511496226945
134.092,32.0476,-2.749328,134.037,31.9116,0.0,134.173,31.9849,0.0,-1.142582762815401,4.232742690889827
132.427,30.8871,-6.6552934,132.541,30.7726,-3.5179775,132.636,30.9176,-2.7724891,0.7005126875393466,-4.176004754629109
132.636,30.9176,-2.7724891,132.61,31.0557,-4.4818304,132.48,31.02,-6.7180443,1.3048528788286768,-5.074105675220746
132.48,31.02,-6.7180443,132.427,30.8871,-6.6552934,132.636,30.9176,-2.7724891,1.0844327412702222,-5.36234747852931
132.71,31.0298,-2.3233299,132.636,30.9176,-2.7724891,132.776,30.9131,0.0,0.6718037277093698,-2.3347652416015983
132.61,31.0557,-4.4818304,132.636,30.9176,-2.7724891,132.71,31.0298,-2.3233299,1.1339204786525343,-3.8595080736498364
134.848,32.3208,0.0,134.964,32.414,0.0,134.883,32.4746,-1.4920618,-1.9663162446017994,2.7750687316331826
134.728,32.3912,-2.1533578,134.848,32.3208,0.0,134.883,32.4746,-1.4920618,-3.496516273369755,5.280813135687158
132.294,30.969,-10.0,132.242,30.84,-10.0,132.427,30.8871,-6.6552934,0.9436575043683728,-6.876279514837517
137.463,33.5829,-4.9474332,137.615,33.4789,-2.2460146,137.612,33.6346,-4.0220501,-7.031809893767944,5.472251338697182
136.991,33.1493,-1.9826412,137.074,33.1897,-1.77536,137.039,33.2743,-3.9489243,-4.570515949980612,4.871450377460535
136.433,33.172,-7.2518423,136.317,33.0998,-6.9058519,136.418,33.0346,-4.734129,-11.770627659622486,11.661619703328478
135.92,32.6848,0.0,136.075,32.7229,0.0,135.919,32.8188,-3.0658399,-2.789942881718651,2.1296243578654117
138.348,34.1892,-5.1213102,138.215,34.2842,-10.0,138.104,34.1842,-10.0,-8.6708292180528,6.0743324245901755
138.482,34.0911,0.0,138.503,34.2264,0.0,138.348,34.1892,-5.1213102,-2.7313822199706235,2.0440453017677904
136.617,32.9642,-1.8515813,136.746,33.0426,-2.2961115,136.601,33.0906,-4.4967302,-5.541323420138687,5.82430619118237
136.738,33.1893,-4.9184762,136.587,33.2448,-7.3703064,136.601,33.0906,-4.4967302,-10.00307576799295,10.52975770572337
137.448,33.4041,-2.4907718,137.493,33.2771,0.0,137.637,33.3413,0.0,-1.8368691341993932,1.6091071870020268
137.448,33.4041,-2.4907718,137.637,33.3413,0.0,137.615,33.4789,-2.2460146,-3.358157841218905,2.812176417967963
137.615,33.4789,-2.2460146,137.463,33.5829,-4.9474332,137.448,33.4041,-2.4907718,-6.0575161871652305,5.0890199795613
137.488,33.7704,-7.2298294,137.536,33.9253,-10.0,137.383,33.8785,-10.0,-13.994264662978013,10.072907232427198
134.288,32.0743,0.0,134.196,32.1115,-2.3687463,134.173,31.9849,0.0,-1.2936254446616158,4.154579200005876
134.196,32.1115,-2.3687463,134.264,32.199,-3.7167563,134.117,32.2049,-5.8910232,-3.293751000503123,10.116621108042525
133.55,32.0635,-10.0,133.493,31.9041,-6.7257668,133.647,31.945,-5.9791631,-2.052218522222333,13.64965833463566
133.647,31.945,-5.9791631,133.493,31.9041,-6.7257668,133.66,31.8223,-2.7734885,-1.5118979339263623,10.611724159426808
133.55,32.0635,-10.0,133.408,32.0,-10.0,133.493,31.9041,-6.7257668,-1.9694590347650553,15.380903061407267
